list_rank,brand_rank,brand,product_id,handle,title,product_type,category_guess,category_basis,storefront_url,image_count,image_urls,catalogue_file,catalogue_collected_at
202,2,Wet n Wild,10300629483794,chameleon-chrome-all-over-glitter-mist-milkier-way,Chameleon Chrome All Over Glitter Mist | Milkier Way,Makeup Finishing Sprays,setting_spray,setting_spray <- 'finishing spray' in product_type|title,https://www.wetnwildbeauty.com/products/chameleon-chrome-all-over-glitter-mist-milkier-way,8,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11850845-chameleon-chrome-all-over-mist-milkier-way-open-with-swatch.png?v=1770236175|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11850845-chameleon-chrome-all-over-mist-milkier-way-swatch.png?v=1770236175|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11850845_GlitterMist_IMG_1_2.jpg?v=1781559994|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11850845_GlitterMist_IMG_2_2.jpg?v=1781559994|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11850845_GlitterMist_IMG_3_2.jpg?v=1781559993|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11850845_GlitterMist_IMG_4_2.jpg?v=1781559994|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11850845-chameleon-chrome-all-over-mist-milkier-way-front.png?v=1770236175|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11850845-chameleon-chrome-all-over-mist-milkier-way-back.png?v=1770236174,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
203,3,Wet n Wild,10099446317330,bare-focus-niacinamide-skin-tint-fair-light-beige,Bare Focus Niacinamide Skin Tint | Fair Light Beige,Foundations & Concealers,concealer,concealer <- 'concealer' in product_type|title,https://www.wetnwildbeauty.com/products/bare-focus-niacinamide-skin-tint-fair-light-beige,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116088_bare_focus_niacinamide_skin_tint_fair_light_beige-front-with-swatch.png?v=1783629580|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116088_bare_focus_niacinamide_skin_tint_fair_light_beige-swatch.png?v=1783629575|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116088.jpg?v=1759337198|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Image-5-Ingredients.jpg?v=1759337806|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Image-4.1-Benefits.jpg?v=1759337258|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/AMZ-PDP_BareFocus-Niacinamide-Skin-Tint_26_2.jpg?v=1783629600|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Image-6-Claims.jpg?v=1759337806,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
204,4,Wet n Wild,10099389333778,breakup-proof-waterproof-retractable-gel-eyeliner-charcoal,Breakup Proof Waterproof Retractable Gel Eyeliner | Charcoal,Eye Primers,primer,primer <- 'primer' in product_type|title,https://www.wetnwildbeauty.com/products/breakup-proof-waterproof-retractable-gel-eyeliner-charcoal,5,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2_a859247f-31b0-477b-831e-8d717909c1b2.png?v=1743788000|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1115501_3.jpg?v=1743788000|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1115501.jpg?v=1743788000|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1115501_4.jpg?v=1743788000|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1115501_5.jpg?v=1743788000,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
205,5,Wet n Wild,10099442549010,color-icon-5-pan-palette-full-bloomin,Color Icon 5 Pan Eye & Face Palette | Full Bloomin',Eye Shadows,eyeshadow_single,eyeshadow_single <- 'eye shadow' in product_type|title,https://www.wetnwildbeauty.com/products/color-icon-5-pan-palette-full-bloomin,3,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/color-icon-5-pan-palette-front_1253320c-554f-47cf-a491-ddfe6f052558.jpg?v=1743791806|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/color-icon-5-pan-palette-swatch_4fd73335-9b82-43af-9927-94b19c693822.jpg?v=1743791806|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/color-icon-5-pan-palette-open.jpg?v=1743791806,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
206,6,Wet n Wild,10099297779986,megalast-liquid-catsuit-high-shine-lipstick-bad-girl-s-club,MegaLast Liquid Catsuit High-Shine Lipstick | Bad Girl's Club,Lipsticks,liquid_lipstick,liquid_lipstick <- 'liquid catsuit' in product_type|title,https://www.wetnwildbeauty.com/products/megalast-liquid-catsuit-high-shine-lipstick-bad-girl-s-club,3,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/968a_1.png?v=1743780276|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/968a_2.png?v=1743780276|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/968a_3.png?v=1743780276,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
207,7,Wet n Wild,10099340673298,big-poppa-mascara,Big Poppa Mascara,Mascaras,mascara,mascara <- 'mascara' in product_type|title,https://www.wetnwildbeauty.com/products/big-poppa-mascara,8,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111875_3.jpg?v=1743784020|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111875_5.jpg?v=1743784020|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111875_8.jpg?v=1743784020|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111875_6.jpg?v=1743784020|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111875_2.jpg?v=1743784020|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111875_10.jpg?v=1743784020|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111875_7.jpg?v=1743784020|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/hqdefault.jpg?v=1743784020,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
208,8,Wet n Wild,10099275497746,perfect-pout-gel-lip-liner-bare-to-comment,Perfect Pout Gel Lip Liner | Bare To Comment,Lip Liners,lip_liner,lip_liner <- 'lip liner' in product_type|title,https://www.wetnwildbeauty.com/products/perfect-pout-gel-lip-liner-bare-to-comment,11,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/651B_Perfect_Pout_Gel_Lip_Liner_Open_with_swatch.png?v=1763427590|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/651B_Perfect_Pout_Gel_Lip_Liner_swatch.png?v=1763427590|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/651B_Bare_Comment_IMG_1_copy.jpg?v=1776731078|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/IMG_2.jpg?v=1776731288|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/IMG_3.jpg?v=1776731288|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/IMG_4.jpg?v=1776731288|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/IMG_5.jpg?v=1776731288|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/651B_Perfect_Pout_Gel_Lip_Liner_Open.png?v=1776731078,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
209,9,Wet n Wild,10099500187922,photo-focus-loose-setting-powder-soft-pink,Photo Focus Loose Setting Powder | Soft Pink,Face Powder,setting_powder,setting_powder <- 'setting powder' in product_type|title,https://www.wetnwildbeauty.com/products/photo-focus-loose-setting-powder-soft-pink,8,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/SOFT_PINK.jpg?v=1762977827|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116513_LooseSettingPowder_swatch.png?v=1762978312|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116513_LooseSettingPowder_Open.png?v=1762978342|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116513_PDP-1.jpg?v=1762978498|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116513_PDP-2.jpg?v=1762978497|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116513_PDP-3.jpg?v=1762978498|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116513_PDP-4.jpg?v=1762978498|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116513_PDP-5.jpg?v=1762978497,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
210,10,Wet n Wild,10281063547154,mega-inky-lip-color-desert-crush,Mega Inky Lip Color | Desert Crush,Lipsticks,lipstick,lipstick <- 'lipstick' in product_type|title,https://www.wetnwildbeauty.com/products/mega-inky-lip-color-desert-crush,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11620594-mega-inky-lip-color-open-with-swatch.png?v=1768267469|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11620594-mega-inky-lip-color-desert-crush-swatch.png?v=1768267469|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/mega_Inky_pdp_11620594_desert_crush_1.jpg?v=1769560561|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/mega_Inky_pdp_11620594_desert_crush_2.jpg?v=1769560561|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/mega_Inky_pdp_11620594_desert_crush_3.jpg?v=1769560561|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/mega_Inky_pdp_11620594_desert_crush_4.jpg?v=1769560561|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11620594-mega-inky-lip-color-front-sticker.png?v=1769560561,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
211,11,Wet n Wild,10099502186770,powder-puff,Powder Puff,Makeup Sponges,pressed_powder,pressed_powder <- 'powder' in product_type|title,https://www.wetnwildbeauty.com/products/powder-puff,5,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116708_Powder-Puff-Sponge_Product-Front.jpg?v=1743794455|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-1_cd74240d-17dc-4386-b4c4-2b04d0af3895.jpg?v=1743794454|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116708_PDP-2.jpg?v=1743794454|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-3_f74c92d7-f9a8-43ef-9c62-0f7a2dc62274.jpg?v=1743794455|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-4_fb2344c6-3ffc-4918-9806-7e9ead06bf5d.jpg?v=1743794454,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
212,12,Wet n Wild,10300663431442,chameleon-chrome-lip-foil-heatwave-star,Chameleon Chrome Lip Foil | Heatwave Star,Lip Gloss,lip_gloss,lip_gloss <- 'lip gloss' in product_type|title,https://www.wetnwildbeauty.com/products/chameleon-chrome-lip-foil-heatwave-star,6,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11620854_chameleonchromelipfoil_open-with-swatch_f6806102-3684-4806-a354-193ca38d3af9.png?v=1773769009|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11620854_chameleon-chrome-lip-foil_heatwave-star_swatch_4a0b8709-c9b2-47c4-9c4c-6914b79b05f9.png?v=1773769009|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11620854_HeatwaveStar_2.jpg?v=1773769009|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11620854_HeatwaveStar_3.jpg?v=1773769009|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11620854_HeatwaveStar_4.jpg?v=1773769009|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11620854_HeatwaveStar_5.jpg?v=1773769009,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
213,13,Wet n Wild,10099490259218,chrome-highlighter-venus-swing,Chameleon Chrome Highlighter | Venus Swing,Highlighters & Luminizers,highlighter,highlighter <- 'highlight' in product_type|title,https://www.wetnwildbeauty.com/products/chrome-highlighter-venus-swing,5,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11432054_ChameleonChromeHighlighter_Frontwithswatch.png?v=1758306949|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11432054_02_82c08932-8c37-4898-8e7f-152773f3c60c.jpg?v=1758306949|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11432054_03_dd56c674-cc53-4906-95ab-92740a21e137.jpg?v=1758306949|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11432054_04_f8386a93-e81e-42cb-8443-ecb41c776152.jpg?v=1758306949|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11432054_06_dca38ce6-f004-47af-880d-f2e701e1de50.jpg?v=1758306949,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
214,14,Wet n Wild,10281052537106,mother-fluffer-cloud-bronzer-toasty-maple,Mother Fluffer Cloud Bronzer | Beige Please,Blushes & Bronzers,bronzer,bronzer <- 'bronzer' in product_type|title,https://www.wetnwildbeauty.com/products/mother-fluffer-cloud-bronzer-toasty-maple,9,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430589-mother-fluffer-pudding-bronzer-open-with-swatch.png?v=1782254014|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430589-mother-fluffer-pudding-bronzer-swatch.png?v=1769650471|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430589beige_please_1.jpg?v=1769650471|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430589beige_please_2.jpg?v=1769650471|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430589beige_please_3.jpg?v=1769650471|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430589beige_please_4.jpg?v=1769650471|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430589beige_please_5.jpg?v=1769650471|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430589-mother-fluffer-pudding-bronzer-box-front.png?v=1769650471,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
215,15,Wet n Wild,10099435634962,breakup-proof-waterproof-liquid-eyeliner-brown,Breakup Proof Waterproof Liquid Eyeliner | Brown,Eyeliner,brow,brow <- 'brow' in product_type|title,https://www.wetnwildbeauty.com/products/breakup-proof-waterproof-liquid-eyeliner-brown,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116146_Breakup_Proof_Waterproof_Liquid_Eyeliner_Openwithswatch.png?v=1787002151|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Breakup_Proof_-PDP_PDP_1080_X_1080_1116146---03_1.jpg?v=1786688624|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Breakup_Proof_-PDP_PDP_1080_X_1080_1116146---05_1.jpg?v=1786688625|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Breakup_Proof_-PDP_PDP_1080_X_1080_1116146---02_1.jpg?v=1786688626|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Breakup_Proof_-PDP_PDP_1080_X_1080_1116146---04_1.jpg?v=1786688627|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Breakup_Proof_-PDP_PDP_1080_X_1080_1116146---21_1.jpg?v=1786688628|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116146_Breakup_Proof_Waterproof_Liquid_Eyeliner_Front_b5e2583c-f1e7-4384-9ac2-7bedd8c434f7.jpg?v=1786688632,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
216,16,Wet n Wild,10099284410642,photo-focus-matte-setting-spray-matte-appeal,Photo Focus Matte Setting Spray | Matte Appeal,Makeup Finishing Sprays,setting_spray,setting_spray <- 'finishing spray' in product_type|title,https://www.wetnwildbeauty.com/products/photo-focus-matte-setting-spray-matte-appeal,2,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/772.jpg?v=1743779183|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/772-1.jpg?v=1743779183,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
217,17,Wet n Wild,10099433734418,bare-focus-niacinamide-skin-tint-deep,Bare Focus Niacinamide Skin Tint | Deep,Foundations & Concealers,concealer,concealer <- 'concealer' in product_type|title,https://www.wetnwildbeauty.com/products/bare-focus-niacinamide-skin-tint-deep,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116325_bare_focus_niacinamide_skin_tint_deep-front-with-swatch.png?v=1783629580|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116325_bare_focus_niacinamide_skin_tint_deep-swatch.png?v=1783629579|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116325.jpg?v=1783632730|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Image-5-Ingredients.jpg?v=1759337806|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Image-4.3-Benefits.jpg?v=1759337774|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/AMZ-PDP_BareFocus-Niacinamide-Skin-Tint_26_2.jpg?v=1783629600|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Image-6-Claims.jpg?v=1759337806,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
218,18,Wet n Wild,10099263832338,photo-focus-matte-face-primer-partners-in-prime,Photo Focus Matte Face Primer,Face Primers,primer,primer <- 'primer' in product_type|title,https://www.wetnwildbeauty.com/products/photo-focus-matte-face-primer-partners-in-prime,4,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/850.png?v=1743777119|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/850_2.png?v=1743777119|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/850_2_1.png?v=1743777118|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/850_3.png?v=1743777119,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
219,19,Wet n Wild,10099442385170,color-icon-5-pan-palette-gold-whip,Color Icon 5 Pan Eye & Face Palette | Gold Whip,Eye Shadows,eyeshadow_single,eyeshadow_single <- 'eye shadow' in product_type|title,https://www.wetnwildbeauty.com/products/color-icon-5-pan-palette-gold-whip,3,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/EmptyName.jpg?v=1743791796|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2023-12-13-17-43-27-BR8S4.jpg?v=1743791796|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2023-12-13-17-42-59-BR8S4.jpg?v=1743791796,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
220,20,Wet n Wild,10099499761938,mega-glitter-shimmer-liquid-lipstick-pink-future,Mega Glitter Shimmer Liquid Lipstick | Pink Future,Lipsticks,liquid_lipstick,liquid_lipstick <- 'liquid lip' in product_type|title,https://www.wetnwildbeauty.com/products/mega-glitter-shimmer-liquid-lipstick-pink-future,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11623002_GlitterLiquidLipstick_Openwithswatch.png?v=1770837111|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/chameleon_liquid_eyeliner_swatch_5.png?v=1770837506|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-2-1.jpg?v=1770837506|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-3-1.jpg?v=1770837506|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-4-2.jpg?v=1770837506|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-5-1.jpg?v=1770837506|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-6-1.jpg?v=1770837506,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
221,21,Wet n Wild,10099440025874,so-defined-volumizing-defining-mascara,So Defined Volumizing + Defining Mascara,Mascaras,mascara,mascara <- 'mascara' in product_type|title,https://www.wetnwildbeauty.com/products/so-defined-volumizing-defining-mascara,8,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116145_MegaVolume_So_Defined_Volumizing_Mascara_Open_withswatch-1.png?v=1743791664|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/So-defined_PDP10.jpg?v=1743791665|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/So-defined_PDP6.jpg?v=1743791665|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/So-defined_PDP2.jpg?v=1743791664|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/So-defined_PDP5.jpg?v=1743791665|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/So-defined_PDP1.jpg?v=1743791665|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/So-defined_PDP8.jpg?v=1743791664|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116145_MegaVolume_So_Defined_Volumizing_Mascara_Front_A.jpg?v=1743791664,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
222,22,Wet n Wild,10293980201234,color-icon-lipliner-pencil-brandy-wine-copy,Color Icon Lipliner Pencil | Brandy Wine,Lip Liners,lip_liner,lip_liner <- 'lip liner' in product_type|title,https://www.wetnwildbeauty.com/products/color-icon-lipliner-pencil-brandy-wine-copy,1,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/666_ColorIcon_Lipliner_Pencil_BrandyWine_48aa400f-2dcf-48af-a657-7dacacec8b06.png?v=1763429602,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
223,23,Wet n Wild,10099361218834,bare-focus-clarifying-finishing-powder-medium-tan,Bare Focus Clarifying Finishing Powder | Medium-Tan,Face Powder,setting_powder,setting_powder <- 'finishing powder' in product_type|title,https://www.wetnwildbeauty.com/products/bare-focus-clarifying-finishing-powder-medium-tan,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/BareFocus_Powder-1114481_5e73776e-6ac6-408d-9bf1-7b141bb49cab.jpg?v=1743785844|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/BareFocus_Powder-1114481_2.jpg?v=1743785844|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1114481_2.jpg?v=1743785844|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1114481_5.jpg?v=1743785844|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1114481_3.jpg?v=1743785844|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/BareFocus_Powder-2_d4882ada-b6c6-4023-b23f-88766576a1a4.jpg?v=1743785844|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/BareFocus_Powder-4_12dff32e-5d18-4a19-8284-4abc7f44abfe.jpg?v=1743785844,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
224,24,Wet n Wild,10099437732114,mega-glo-lip-cheek-color-berry-true,Mega Glo Lip & Cheek Color | Berry True,Lipsticks,lipstick,lipstick <- 'lipstick' in product_type|title,https://www.wetnwildbeauty.com/products/mega-glo-lip-cheek-color-berry-true,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116095-1.jpg?v=1759341897|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116095-2.jpg?v=1759341897|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116095-3.jpg?v=1759341897|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116095-4.jpg?v=1759341897|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116095-5.jpg?v=1759341897|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116095-6.jpg?v=1759341897|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116095_MegaGlo_Liquid_Lip___Cheek_swatch.jpg?v=1759341882,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
225,25,Wet n Wild,10099271762194,megaslickstm-lip-gloss-bronze-berry-megaslicks-lip-gloss,MegaSlicks™ Lip Gloss | Bronze Berry,Lip Gloss,lip_gloss,lip_gloss <- 'lip gloss' in product_type|title,https://www.wetnwildbeauty.com/products/megaslickstm-lip-gloss-bronze-berry-megaslicks-lip-gloss,1,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/554b_hr.jpg?v=1743778118,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
226,26,Wet n Wild,10099282739474,megaglo-makeup-stick-you-re-a-natural,MegaGlo Vitamin E Makeup Stick | You're A Natural,Highlighters & Luminizers,highlighter,highlighter <- 'highlight' in product_type|title,https://www.wetnwildbeauty.com/products/megaglo-makeup-stick-you-re-a-natural,3,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MegaGloMakeupStick_809_swatch.jpg?v=1743779004|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MegaGloMakeupStick_809_Front.jpg?v=1743779003|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MegaGloMakeupStick_809_Open.jpg?v=1743779003,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
227,27,Wet n Wild,10300624175378,mother-fluffer-cloud-bronzer-cool-brew,Mother Fluffer Cloud Bronzer | Cool Brew,Blushes & Bronzers,bronzer,bronzer <- 'bronzer' in product_type|title,https://www.wetnwildbeauty.com/products/mother-fluffer-cloud-bronzer-cool-brew,9,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430841_mother-fluffer-pudding-bronzer_open_with_swatch.png?v=1782254016|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430841-mother-fluffer-pudding-bronzer-swatch.png?v=1768254831|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430841_COOL_B_REW_WAL_EXCL_1.jpg?v=1769128776|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430841_COOL_BREW_WAL_EXCL2.jpg?v=1769128776|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430841_COOL_BREW_WAL_EXCL_3.jpg?v=1769128776|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430841_COOL_B_REW_WAL_EXCL_4.jpg?v=1769128777|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430841_COOL_BREW_WAL_EXCL_5.jpg?v=1769128776|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430841_mother-fluffer-pudding-bronzer_box-front.png?v=1768254830,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
