list_rank,brand_rank,brand,product_id,handle,title,product_type,category_guess,category_basis,storefront_url,image_count,image_urls,catalogue_file,catalogue_collected_at
75,25,Essence,6874362314818,8h-matte-comfort-lipliner,8H Matte Comfort Lipliner,lip,lip_liner,lip_liner <- 'lipliner' in product_type|title,https://essencemakeup.com/products/8h-matte-comfort-lipliner,115,https://cdn.shopify.com/s/files/1/1115/2926/products/4059729384195_Image_FrontViewFullOpen_1.png?v=1673388016|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729384195_Image_FrontViewClosed_1.png?v=1673388016|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729384195_5.png?v=1673388016|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729384195_essence8hmattecomfortlipliner01CinnamonSpice_Application_MakroFair.jpg?v=1673388016|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729384195_essence8hmattecomfortlipliner01CinnamonSpice_Application_MakroLight.jpg?v=1673388016|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729384195_essence8hmattecomfortlipliner01CinnamonSpice_Application_MakroMedium.jpg?v=1673388016|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729384232_Image_FrontViewFullOpen_1.png?v=1673388016|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729384232_Image_FrontViewClosed_1.png?v=1673388016,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
76,26,Essence,7498806624322,polly-pocket-highlighter,Polly Pocket™ X essence highlighter,face,highlighter,highlighter <- 'highlight' in product_type|title,https://essencemakeup.com/products/polly-pocket-highlighter,4,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729539731_2.png?v=1750177628|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729539731_3.png?v=1750177628|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729539731_1.png?v=1750177628|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729539731_4.png?v=1750177626,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
77,27,Essence,7595235508290,silky-blur-hydrating-longwear-concealer,silky BLUR HYDRATING LONGWEAR CONCEALER,eye,concealer,concealer <- 'concealer' in product_type|title,https://essencemakeup.com/products/silky-blur-hydrating-longwear-concealer,107,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729542137_3.png?v=1763050344|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729542137_6.png?v=1763050344|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729542137_5.png?v=1763050344|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729542137_4.png?v=1763050344|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729542137_2.png?v=1763050344|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729542236_1.png?v=1763057578|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729542236_5.png?v=1763057599|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729542236_4.png?v=1763057599,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
78,28,Essence,7045298028610,brow-former,Brow Former,eye,brow,brow <- 'brow' in product_type|title,https://essencemakeup.com/products/brow-former,5,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729421487_1.png?v=1705687158|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729421487_essenceBROWFORMER_ProductImage_FrontViewFullOpen_png.png?v=1705687855|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729421487_essenceBROWFORMER_ProductImage_Applicator_png.png?v=1705687855|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729421487_2.png?v=1705687855|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729421487_3.png?v=1705687855,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
79,29,Essence,8311636656194,club-soleil-lip-stain,club SOLEIL lip stain,lip,lipstick,lipstick <- 'lip stain' in product_type|title,https://essencemakeup.com/products/club-soleil-lip-stain,4,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729626035_1.png?v=1784240845|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729626035_3.png?v=1784240846|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729626035_4.png?v=1784240845|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729626035_2.png?v=1784240845,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
80,30,Essence,7387300855874,drop-of-sunshine-bronzing-drops,DROP OF sunshine BRONZING DROPS,face,bronzer,bronzer <- 'bronzing' in product_type|title,https://essencemakeup.com/products/drop-of-sunshine-bronzing-drops,7,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490568_5.png?v=1736202072|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490568_6.png?v=1736202072|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490568_1.png?v=1733336418|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490568_2.png?v=1733336418|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490568_3.png?v=1733336418|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490568_9.png?v=1733336418|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490568_4.png?v=1733336418,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
81,31,Essence,7386904920130,prime-like-a-pro-eyeshadow-base,PRIME LIKE A PRO EYESHADOW BASE,eye,eyeshadow_single,eyeshadow_single <- 'eyeshadow' in product_type|title,https://essencemakeup.com/products/prime-like-a-pro-eyeshadow-base,6,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729485946_5.png?v=1733175752|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729485946_4.png?v=1733175752|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729485946_1.png?v=1733175752|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729485946_2.png?v=1733175752|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729485946_3.png?v=1733175752|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729485946_7.png?v=1733175752,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
82,32,Essence,6683394900034,extreme-shine-volume-lipgloss,extreme shine lipgloss,lip,lip_gloss,lip_gloss <- 'lipgloss' in product_type|title,https://essencemakeup.com/products/extreme-shine-volume-lipgloss,141,https://cdn.shopify.com/s/files/1/1115/2926/products/4059729302809_essenceextremeshinevolumelipgloss01_Website_ProductFrontViewFullOpen.png?v=1756233614|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729302809_essenceextremeshinevolumelipgloss01_Website_ProductTexture_fe1935ad-c264-4429-8bb5-76a2c2b33e68.png?v=1756233614|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729302809_essenceextremeshinevolumelipgloss01_Website_ApplicationFullFaceDark.png?v=1756233614|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729302809_essenceextremeshinevolumelipgloss01_Website_ApplicationFullFaceFair_e329a08a-f2eb-4f99-a61f-34156bc6acd1.png?v=1756233614|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729302809_essenceextremeshinevolumelipgloss01_Website_ApplicationFullFaceLight.png?v=1756233614|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729302809_essenceextremeshinevolumelipgloss01_Website_ApplicationFullFaceMedium_64a6e53b-10e1-4499-995d-4c9967553865.png?v=1756233614|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729302809_essenceextremeshinevolumelipgloss01_Website_ApplicationSwatchTogether.png?v=1756233614|https://cdn.shopify.com/s/files/1/1115/2926/products/4059729302809_essenceextremeshinevolumelipgloss01_Website_ProductFrontViewClosed.png?v=1756233614,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
83,33,Essence,7471525560386,foundation-stick,FOUNDATION stick,face,foundation,foundation <- 'foundation' in product_type|title,https://essencemakeup.com/products/foundation-stick,239,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729517531_6.png?v=1745512703|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729517531_5.png?v=1745512703|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729517531_4.png?v=1745512703|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729517531_2.png?v=1751472453|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729517531_1.png?v=1751472453|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729517531_3.png?v=1751472453|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729517210_4.png?v=1751472453|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729517210_3.png?v=1751472453,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
84,34,Essence,4595150848066,bye-bye-panda-eyes-smudge-proof-volumizing-and-defining-mascara,bye bye panda eyes! smudge-proof volumizing and defining mascara,eye,mascara,mascara <- 'mascara' in product_type|title,https://essencemakeup.com/products/bye-bye-panda-eyes-smudge-proof-volumizing-and-defining-mascara,3,https://cdn.shopify.com/s/files/1/1115/2926/products/9246080001_essencebyepandaeyes_vol.def.masc.01_Image_FrontViewFullOpen.png?v=1743723561|https://cdn.shopify.com/s/files/1/1115/2926/products/9246080001_essencebyepandaeyes_vol.def.masc.01_Image_FrontViewClosed.png?v=1743723561|https://cdn.shopify.com/s/files/1/1115/2926/products/9246080001_essencebyepandaeyes_vol.def.masc.01_Model.png?v=1743723561,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
85,35,Essence,7254168272962,baby-got-blush-liquid-blush,BABY GOT BLUSH liquid blush,face,liquid_blush,liquid_blush <- 'liquid blush' in product_type|title,https://essencemakeup.com/products/baby-got-blush-liquid-blush,30,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729446558_3.png?v=1717701630|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729446558_4.png?v=1717701630|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729446558_1_11d63cb4-52c5-47ae-964f-107e2b86a6dc.png?v=1729001082|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729446558_2_bdcc92ff-d88a-43da-928d-023ecb69a488.png?v=1729001082|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729446558_3_0893ec5c-d984-4b31-825c-8217a5e53082.png?v=1729001082|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729446558_4_6df2eb7d-0437-4264-9484-3406d12aaf98.png?v=1729001084|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729446558_1_1.png?v=1717701630|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729447371_3.png?v=1717518861,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
86,36,Essence,8265549185090,soft-touch-mousse-blush,soft touch mousse blush,blush,cream_blush,cream_blush <- 'mousse blush' in product_type|title,https://essencemakeup.com/products/soft-touch-mousse-blush,25,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729516893_6.png?v=1780680340|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729516893_2.png?v=1780680340|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729516893_3.png?v=1780680340|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729516893_5.png?v=1780680340|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729516893_4.png?v=1780680340|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729516893_1.png?v=1780680340|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729516893_7.png?v=1780680340|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729516916_1.png?v=1782396808,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
87,37,Essence,7101360373826,jelly-grip-hydrating-primer,Jelly Grip Hydrating Primer,primer,primer,primer <- 'primer' in product_type|title,https://essencemakeup.com/products/jelly-grip-hydrating-primer,4,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729466242_1.png?v=1712599820|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729466242_2.png?v=1712599819|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729466242_1_1.png?v=1712671426|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729466242_essencejellyGRIPHYDRATINGPRIMER_Application_FullFaceMedium.png?v=1712671682,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
88,38,Essence,7386358284354,fix-last-instant-matte-make-up-fixing-spray,fix & LAST instant MATTE MAKE-UP FIXING SPRAY,face,setting_spray,setting_spray <- 'fixing spray' in product_type|title,https://essencemakeup.com/products/fix-last-instant-matte-make-up-fixing-spray,4,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490445_3.png?v=1733161453|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490445_2.png?v=1733161453|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490445_1.png?v=1733161453|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490445_5.png?v=1733161453,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
89,39,Essence,8268617482306,ciao-blushlighter,Ciao! blushlighter,blush,powder_blush,powder_blush <- 'blush' in product_type|title,https://essencemakeup.com/products/ciao-blushlighter,5,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729622372_1.png?v=1781097970|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729622372_3.png?v=1781097970|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729622372_4.png?v=1781097970|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729622372_5.png?v=1781097970|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729622372_2.png?v=1781097970,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
90,40,Essence,8231421771842,the-peach-edition-mini-eyeshadow-palette,the PEACH edition mini eyeshadow palette,eye,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,https://essencemakeup.com/products/the-peach-edition-mini-eyeshadow-palette,8,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729491046_1.png?v=1777578319|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729491046_6.png?v=1777578318|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729491046_8.png?v=1777578318|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729491046_7.png?v=1777578318|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729491046_3.png?v=1777578318|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729491046_5.png?v=1777578318|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729491046_4.png?v=1777578318|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729491046_2.png?v=1777578318,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
91,41,Essence,7043166994498,brighten-up-banana-powder-1,BRIGHTEN UP! banana powder,face,pressed_powder,pressed_powder <- 'powder' in product_type|title,https://essencemakeup.com/products/brighten-up-banana-powder-1,3,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729404725_1_D1.png?v=1705415734|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729404725_essenceBRIGHTENUP_bananapowder20_ProductImage_FrontViewFullOpen_png.png?v=1705416360|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729404725_2_D2.png?v=1705416360,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
92,42,Essence,7603958808642,line-n-stain-tattoo-lip-liner,line n' STAIN! TATTOO LIP LINER,lips,lip_liner,lip_liner <- 'lip liner' in product_type|title,https://essencemakeup.com/products/line-n-stain-tattoo-lip-liner,30,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729521439_10.png?v=1764009006|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729521439_9.png?v=1764009006|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729521439_4.png?v=1764009006|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729521439_3.png?v=1764009006|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729521439_7.png?v=1764009006|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729521439_8.png?v=1764009006|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729521439_2.png?v=1764009006|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729521439_1.png?v=1764009006,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
93,43,Essence,7476719321154,baby-got-holo-glow-highlighter-stick,BABY GOT HOLO GLOW highlighter stick,face,highlighter,highlighter <- 'highlight' in product_type|title,https://essencemakeup.com/products/baby-got-holo-glow-highlighter-stick,5,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490315_7.png?v=1746638912|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490315_8.png?v=1746638912|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490315_5.png?v=1746638912|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490315_4.png?v=1746638912|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729490315_6.png?v=1746638904,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
94,44,Essence,7420245737538,correct-conceal-under-eye-brightening-concealer,CORRECT & CONCEAL under eye brightening concealer,face,concealer,concealer <- 'concealer' in product_type|title,https://essencemakeup.com/products/correct-conceal-under-eye-brightening-concealer,20,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729498960_6.png?v=1736190615|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729498960_5.png?v=1736190615|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729498960_1.png?v=1736190615|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729498960_2.png?v=1736190615|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729498960_8.png?v=1736190615|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729498960_9.png?v=1736190615|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729498953_6.png?v=1736190995|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729498953_5.png?v=1736190995,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
95,45,Essence,8249350520898,the-game-edit-fix-freeze-brow-gel,THE game EDIT fix & freeze brow gel,eye,brow,brow <- 'brow' in product_type|title,https://essencemakeup.com/products/the-game-edit-fix-freeze-brow-gel,5,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729597328_2.png?v=1779295411|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729597328_3.png?v=1779295411|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729597328_4.png?v=1779295411|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729597328_5.png?v=1779295411|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729597328_1.png?v=1779295411,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
96,46,Essence,7601703977026,hydra-kiss-lip-tint,hydra kiss LIP TINT,lip,lipstick,lipstick <- 'lip tint' in product_type|title,https://essencemakeup.com/products/hydra-kiss-lip-tint,64,https://cdn.shopify.com/s/files/1/1115/2926/files/4059729541901_1.png?v=1763657064|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729541901_7.png?v=1763657064|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729541901_5.png?v=1763657064|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729541901_6.png?v=1763657064|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729541901_3.png?v=1763657064|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729541901_4.png?v=1763657064|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729541901_2.png?v=1763657064|https://cdn.shopify.com/s/files/1/1115/2926/files/4059729541901_8.png?v=1763657064,shopify_essence.json,2026-08-21T20:14:32.033787+00:00
